ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q15,Q16,Q17,Q18,Q18_4_TEXT,Q19,Q19_4_TEXT,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_11_TEXT,Q20,Q7,Q7_10_TEXT,Q12,Q13,Q14,Q21
R_2anwv852UoCXRkk,EN,San Antonio,Mays,,"4th Grade,7th Grade",Less than 1 year,Hispanic/Latino,,Single family in the home,,Myself,,"$100,000 - $149,999",10,6,2,7,3,8,4,5,1,9,11,,I was looking for a smaller school ,Strong academic performance of students,,Train better teacher and employee about mental health. ,Have more awareness and empathy towards kids with mental health issues. ,Always advocate for your kid. ,The elementary school is amazing the teacher and staff are súper involve. Sadly I cannot say the same for the middle school it’s been a struggle with some teachers and their lack of empathy and knowledge on mental health issues. 
R_yxofi4jxNWcqM5r,ES-ES,Rio Grande Valley,Alamo,,3rd Grade,5+ years,Hispanic/Latino,American Indian or Alaska Native,Single family in the home,,Myself,,"$25,000 - $49,999",2,3,1,4,5,6,7,8,10,9,11,,Por Buenos comentarios,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,,,Que es una escuela muy Buena para el progreso estudiantil de  nuestros principiantes,Nomas que es una exelente escuela.
R_25KqqD88s2FjyPp,EN,Austin,Round Rock Tech,,1st Grade,1-2 years,,White,My student splits time between households/joint custody,,Myself,,"$100,000 - $149,999",10,4,2,7,8,5,3,1,9,6,11,,Heard the school focused on teaching curriculum not agendas,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Commitment to school safety and security",,I’ve not once had a parent teacher conference. Feel disconnected with teachers and curriculum actually being taught,Better communication ,Great school if you want to hold your child accountable for learning and hold yourself accountable to your child learning,Na
R_3ind8SYBuaSsnzG,EN,San Antonio,Brackenridge,2,"Kinder,5th Grade",Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",4,5,3,8,9,10,6,1,2,7,11,Cleanliness of the campus and restrooms ,I had heard great things about the staff. ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,I have had 2 of the teachers leave from both of my children’s classroom. I wish IDEA would offer more to the teachers so they would leave. My child gets attached and then the teacher leaves which makes my child sad and they have to start over in trusting someone new. Also the cleanliness of the the campus. My children say the restrooms are not clean and uncomfortable.,Give the teachers what they deserve and better assist with their needs. I don’t want my child to have to change teachers throughout the year because they resign. ,Do a lot of research before selecting what’s right for your family. ,Working with the special Ed program is great and understanding. The zero tolerance for bullying on campus is also a plus!
R_vc51nCl7BRSFZq9,EN,Jacksonville,Bassett,,Kinder,Less than 1 year,,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",2,3,1,4,7,5,6,8,10,9,11,,"I feel it was a school with low class room number, teacher help kids, but most of all parent and school commuo",Other (Please specify),I don’t ,More teacher and smaller classes ,Smaller classes room and more teachers ,"Think about it, be informed ",I feel that the school need Organization more teachers smaller classrooms
R_1KqkiDJVn6Mhvgt,EN,Southern Louisiana,Bridge,,6th Grade,5+ years,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"Less than $25,000",4,5,3,6,7,8,9,2,1,10,11,,,Other (Please specify),nothing anymore,a few new and better staff,,don't,
R_6tmXZPTgxNg4eSR,EN,El Paso,Edgemere,,9th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$75,000 - $99,999",2,5,7,6,4,10,3,1,9,8,11,,Focus on college; motivated students ,"Commitment to college readiness,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,Principal should have a stronger presence; students who do not display IDEA values should not be allowed to attend ,"Stronger, more challenging curriculum ","Like the emphasis on college, but there are less than desirable students who display disciplinary problems ",The school was stronger when Mr. Wong was the principal 
R_PTIRq0SQ5bV9vwt,EN,Greater Houston Area,Hardy,,"Kinder,1st Grade,7th Grade",1-2 years,,American Indian or Alaska Native,Single family in the home,,Myself,,"$100,000 - $149,999",1,4,2,9,6,8,7,3,10,5,11,,Schools in the area were not reviewed too well,Strong academic performance of students,,By not punishing the other students for one student mistake,By getting them ready for college in enrollment,That is a good school to attend,The school has good front desk service
R_2VRdri9GcSyhhsh,EN,Rio Grande Valley,Frontier,,10th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$75,000 - $99,999",2,4,6,7,8,9,10,1,3,5,11,,,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,,,,
R_0TyEGz8iOK7aYQp,EN,Permian Basin,Yukon,,6th Grade,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"Less than $25,000",4,1,3,7,8,2,6,9,5,10,11,,There focus more child to go college,"Strong academic performance of students,Commitment to college readiness,High-quality teaching staff,Extracurricular opportunities for students,Convenient location/Proximity to home or work",,Not having favoritism,Better comunication ,Great school and they care on your child learning,N/A
R_1Nq6hRksdLEESkx,EN,El Paso,Mesa Hills,,9th Grade,3-4 years,Hispanic/Latino,Native Hawaiian or Other Pacific Islander,Single family in the home,,Myself,,"$25,000 - $49,999",2,1,3,6,7,5,4,8,9,10,11,,I wanted my child to have smaller class sizes and a good learning environment,Strong academic performance of students,,Have a school bus,Have better food during meals as a high schooler cannot be fed the same amount as a first grader,It is a good school but can be difficult to access due to proximity and lack of transportation,"It is a good school but I Academy students seem to enjoy it more. Sad to see how active the teachers were during soccer games but not during football and basketball games. If the students don’t feel supported, they won’t try"
R_3CBe9w0mvUn0R5D,EN,Rio Grande Valley,Rio Grande City,Academy ,1st Grade,1-2 years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$50,000 - $74,999",1,2,5,4,7,8,10,3,11,9,6,Smaller group size of students per clasd,Better attention to special need of my child. More should be done for autism program for our students. ,"Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth,Relationship with teachers/staff,Other (Please specify)",The rise program for my child. This individuals are doi g so wonderful with my child. Thank you Mr. Gomez and Mrs. Rivera.,More help for autism children and other ways of teaching this students. Bring more programs for them base on ABA therapy in school. ,Smaller class groups and ABA base therapy teaching programs for our children's in the autism spectrum. ,Base on my child's experiences I would recommend IDEA school. ,Yes we need more parent and administration communication of what is going on in school. More parent opinions to be considered. Update playgrounds for safety purposes.  Add more thi gs for the older students in playgrounds area. More help is needed for the Rise program and more specific learning experience for autism students. 
R_28Cgwex0Z3YFXHu,EN,Rio Grande Valley,Rio Grande City,,5th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$100,000 - $149,999",3,8,2,10,6,7,4,1,9,5,11,,,Strong academic performance of students,,,"There should be more for students who are advanced, you have small groups for students that are below level but you don’t do much for the students that are above level",,
R_1rH5NRfNdSxFB3O,EN,Rio Grande Valley,Tres Lagos,,"3rd Grade,5th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",3,2,4,9,1,5,10,7,6,8,11,,"Academic structure, strict on rules and regulations for students, ","Strong academic performance of students,Commitment to college readiness,Relationship with teachers/staff,Commitment to school safety and security",,"Offer extra curricular activities, students need to socialize and relax too! Offer music, choir, sports etc ",Make it fun! Extra curricular activities ,Academically challenged students but unfortunately does not offer enough extra curricular activities to ease students and let them socialize ,"Too strict on healthy lunches. Students who pack lunch have to abide by “healthy lunch” but then again, when there’s school activities, school sells as “fundraisers” all the “unhealthy” stuff kids are not allowed to take to school. Blows my mind! So why is IDEA not strict there? Same students and now because you are making a profit it is okay? I don’t understand!!! "
R_2VIRqZq04mLKj0a,EN,Rio Grande Valley,Rio Grande City,,9th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,,,,8,4,5,6,1,2,7,3,9,10,11,,,Strong academic performance of students,,Stop your crying about missing a day class. It happens and to make it sound as if life is going to end is an annoying. Make this a no cell phone school....our kids have better things to be doing in school. If the teacher cant find them something they need training,Na,,
R_1ODJVq1gBd0QZsN,EN,San Antonio,Najim,,"3rd Grade,8th Grade,11th Grade",5+ years,Hispanic/Latino,White,Other (Please specify),Lives with both Parents ,Myself,,"$100,000 - $149,999",6,2,1,5,3,8,9,4,10,7,11,Teacher retention and child sensitivity training ,The structure and small classes,Other (Please specify),Nothing anymore ,"Idea, can better meet my expectations by cultivating a professional environment and being the example for my children and others. It is imperative that leadership find a way to foster an environment that leads to teacher/staff retention when they are successfully teaching our children. We can not be dismissive and they that teachers are not needed because they don’t appease  the leadership and just have them walk out the door. Our students, my students needs theses teachers to finish out lessons and help them be better prepared for testing. It does not see, that the leadership feels that way at all and that all of the teachers are expendable. While, we may be but there is a reason that you allow students to finish out the year. Also, think that academy side needs better leadership and truly cares about these students. Some of these teachers are just not qualified/have the patience to be around children. If IDEA hired teachers that loved the job and the purpose they serve would be greatly appreciated. It seems as though they are only interested in the breaks and having an easy job and not all kids are the same, it requires a skill to get and teach all children. The school does not do field trips at any grade level and doing things in the gym from time to time is not the solution.  There is no positive community engagement  involving the students, maybe trying something in that realm would be beneficial to creating a better environment.  ","Teacher retention and better tutoring services. Thinking outside the box. Truly, helping them reach for the “STARS”",I would tell them to look elsewhere unless you are confined to the neighboring area around the school and have no where else to take your child. ,"I am disappointed and feel as though I have let down my kids by keeping them there for as long as I have,  "
R_31h1nltrPQTYRVA,EN,Rio Grande Valley,Robindale,,"Kinder,2nd Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",5,1,2,8,9,6,7,3,4,10,11,,,"Commitment to college readiness,Convenient location/Proximity to home or work",,"My child’s school specifically, I would appreciate if there was more parent/teacher interaction. We’re already a month away to end the school year and the school never had Open House. Teacher’s emails are provided but when trying to reach out by email, emails are not responded. ",I would appreciate more individual support for students.,,
R_sdNnyI0mdVGlwAN,EN,Austin,Bluff Springs,K - A,"3rd Grade,6th Grade",5+ years,Hispanic/Latino,,Single family in the home,,Myself,,"Less than $25,000",3,6,10,7,5,8,9,1,4,2,11,,Love the school ,Strong academic performance of students,,More safety at drop off and once school is out. Cars DONT stop even when they see kids crossing… there has to be something done about this. ,Don’t tell the kids the teachers would get fired for their behavior.,Do it. But make sure you talk to the school teachers first and tell them your expectations ,"Again, more security at pick up and drop off. Like add a crossing guard at all times NOT just for a week."
R_C9pIBghsa7TMRS9,ES-ES,Rio Grande Valley,McAllen,,"8th Grade,11th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$150,000 - $199,999",1,2,5,8,7,9,3,4,10,6,11,,"El programa individualizado, pero lo han dejado de impartir",Commitment to college readiness,,Volver a ser como antes. Llevar a los estudiantes lejos a conocer universidades fuera de Texas.,Que los maestros les enseñen realmente y no solo los quieran preparar para examenes del Estado como el resto de los distritos escolares.,"Que ha habido muchos cambios en IDEA, no es tan buena opción como lo era antes","Sus cambios administrativos a nivel corporativo están afectando a los estudiantes. IDEA está fallando ahora quitándole muchas oportunidades a los estudiantes, sobre todo a nivel superior (College Prep)"
R_9QALUdxQsSJcWkh,ES-ES,Tarrant County,Achieve,,6th Grade,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",2,3,4,5,9,6,7,8,11,1,10,,Para un mejor desarrollo para mi hijo ,Strong academic performance of students,,"Teniendo una buena comunicación con los padres , para poder ayudar un poco más a los hijos en su desarrollo y disciplina.",,"Que les recomiendo la escuela, para sus hijos . ","Desde que entro mi hijo ala escuela IDEA , a mejorado su aprendizaje académico , Grasias por el gran apoyo . "
R_2y7tnoCkamaYGSk,EN,Tarrant County,Rise,,"Kinder,2nd Grade,6th Grade",Less than 1 year,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",9,3,4,7,5,6,10,1,2,8,11,,Better education ,Commitment to school safety and security,,Allowing parents to be involved in school activities ,Having inclusive class to our children in the special education class ,Wonderful school really does care about their students ,Na
R_31Z9C7TFoRTsMMB,EN,Rio Grande Valley,Brownsville,,"3rd Grade,11th Grade",3-4 years,Hispanic/Latino,White,My student splits time between households/joint custody,,My spouse or student's other parent/guardian/step-parent,,"$25,000 - $49,999",1,4,6,10,3,9,5,7,8,2,11,,Having students to continue their education and enroll in college ,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Commitment to school safety and security",,,All good,"100% recommended, their children will thank them in the future ",None
R_1ePD4u8cC2oSQZu,EN,Austin,Bluff Springs,,8th Grade,Less than 1 year,Hispanic/Latino,White,Other (Please specify),Lives with both parents ,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",8,4,2,6,3,7,11,1,5,9,10,,Was told it was a great school and talented teachers ,Social emotional learning and growth,,Teachers that are willingly happy to be a teacher. They make it pleasureful for my children to want to wake up and attend school. ,Listen to them with out ignoring them or shutting them down ,To do their research. ,My children have had an emotional roller coaster at idea and it has become an issue with do I give this school another chance  
R_1rAjCW58GN9878F,EN,Rio Grande Valley,Rio Grande City,,"6th Grade,9th Grade",3-4 years,Hispanic/Latino,,Single family in the home,,Myself,,"$50,000 - $74,999",1,2,3,4,5,6,7,8,9,10,11,,,Strong academic performance of students,,Stop cutting on activities because of budget reasons,,,children love playing sports its there high school years dont have tryouts to make a team just because of budget reasons thats not childrens fault  every child deserves to play the sport they want to no matter what 
R_27lN9pknedmbEC4,EN,Tarrant County,Southeast,,"1st Grade,3rd Grade,6th Grade",Less than 1 year,Hispanic/Latino,White,Live with another family or multiple families,,Myself,,"Less than $25,000",,,,,,,,,,,,,All my children in one school and the education they get.,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,I would like to know about events ahead of time. They don’t give me enough time to request time off work so I can attend programs.,They are doing really good!,It’s the best yet!,I’m loving it!!
R_AzzXegxaZokYvGV,EN,Rio Grande Valley,Quest,,10th Grade,5+ years,Non Hispanic or Latino,Asian,Single family in the home,,Myself,,"$100,000 - $149,999",1,9,4,5,2,7,8,3,6,10,11,,Recommended by close friends,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work,Commitment to school safety and security,Other (Please specify)",Students gained friendship and does not want to leave,"I feel that our child have so much work to do even at home, that teachers can be more understandable with the load and or expectations- realistic ",I hope that parents will be heard especially if we have concern with the teacher,That the school don’t have a lot of options for extracurricular and that the school gives a lot of homework ,"As a non Hispanic parent, I hope the Spanish teachers would be a little more understanding with their students. I know it’s good to know another dialect but they don’t have to be perfect. Trying your best should be sufficient."
R_6eR3lzxLZ6XEeR3,EN,San Antonio,Ingram Hills,,7th Grade,Less than 1 year,Hispanic/Latino,White,Single family in the home,,Myself,,,6,4,1,5,8,7,10,2,3,9,11,,Wanted better opportunities for my child,"Strong academic performance of students,Commitment to college readiness,Convenient location/Proximity to home or work",,"They really need to improve on having someone answer the front office phone or any phone that you cal. It is way too hard to get a hold of someone at the school. Needs some improvement on bullying. Also I’ve heard complaints about the teachers, I believe two have been let go, that’s a little concerning to me. These are a few reasons that are kind of making doubt if we should stay with idea or go back to our old school district. ",Just have better communication and let them know that if they need to talk to them about something that they can go to them and not feel like they’re a bother to the adult they are going up to. ,"At first I was praising the school, but I stopped. I tell my family that it really is hard to get in touch with anyone at the school, unless i physically drive to the school and ask if I can talk to someone but even at that it took about 20-30 mins before I was seen. And I do not like the report card day, it is such an inconvenience especially if you have kids that goes to a different school. ",I can not stress enough how much they need to have a better way of getting a phone call through. I literally had to call my cousin who works there to see if she can check on my child cause he was crying in the bathroom and she luckily gave a number to one of the ladies there. It took me two times to call for her to answer but she did. 
R_20ZPYLzyG73Mr8M,EN,Rio Grande Valley,Rio Grande City,,"5th Grade,6th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent,The student",,"$100,000 - $149,999",8,4,3,9,7,6,10,1,2,5,11,,"Back in 2017, when IDEA RGC was opening up, we really wanted individualized instruction for our children. Moreover, we really wanted our children to see the importance of going to college. ","Strong academic performance of students,Individualized learning experience for students,Convenient location/Proximity to home or work,Relationship with teachers/staff",,"Safety! I do not comprehend how IDEA does not have any actual consequences for students. I do not know if it is just the leadership at IDEA RGC Academy, but there have been instances where students should have been reprimanded or expelled and nothing happened. I do not feel my children are safe at school based on leadership’s decisions. Moreover, my children find IDEA very boring. There are no fun activities nor fun days. Every activity is educational related. Recess is only 15 mins when in the regular school district they got 30. They are hardly allowed to socialize with peers. My children are also disappointed at the limited extra curricular activities. They have asked us to switch them to the regular school district next year. ",More extra curricular activities. More fun days. Specifically around holidays. My kids are bored. ,"Honestly, I used to recommend IDEA. I don’t no more. ","There should be changes made in leadership. IDEA needs leaders who advocate for their students, not just sit in the hallway on their computers. "
R_21swNYg3CF8pHdE,ES-ES,Rio Grande Valley,Elsa,,"Kinder,6th Grade,9th Grade",3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",5,3,2,10,9,8,4,1,7,6,11,,Calidad en la educacion,Strong academic performance of students,,Con respecto a la seguridad dentro y fuera de las suelas con cámaras de seguridad,Con maestros preparados y capaces de poder liderar con las edades de los alumnos,Es mejor opción en lo academico,.
R_2eRQDg6PhGdD7UN,EN,Tampa,Victory,,"1st Grade,3rd Grade,6th Grade",1-2 years,Hispanic/Latino,White,Single family in the home,,My spouse or student's other parent/guardian/step-parent,,"$75,000 - $99,999",4,6,3,1,7,8,9,2,10,5,11,,"Returning students: Enjoy the college mindset, security, family atmosphere","Commitment to college readiness,Convenient location/Proximity to home or work,Commitment to school safety and security",,Communication. I place messages into ClassDojo and don’t get responses. Don’t get notifications for any interventions for me to help my child. Notifications about staff leaving are not being sent out anymore. Staff turnaround is concerning. I kept messaging a VP for College Prep and received a response and was told they would get back to me the next day and never did. Later found out by a staff member that the VP was longer there but is still showing up in ClassDojo.,Teachers who engage with the students and realize that everyone doesn’t operate the same.,It’s a good school. Has areas of improvements like most places. This school stands out because of their teaching format and college bound mindset.,No
R_1EWiIXHKUCqAVoT,ES-ES,Austin,Montopolis,,1st Grade,5+ years,Hispanic/Latino,,Single family in the home,,Myself,,"$25,000 - $49,999",2,3,4,5,6,8,9,1,7,10,11,,,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Commitment to school safety and security",,,,,
R_CjqpOVvznEdxaGB,ES-ES,Austin,Rundberg,,"Kinder,3rd Grade,6th Grade",1-2 years,Hispanic/Latino,,Single family in the home,,Myself,,"Less than $25,000",1,2,3,4,5,6,8,9,7,10,11,,Mas oportunidades de aprendizaje ,Commitment to college readiness,,Seguir enseñando amos hijos ,Seguir enseñándoles ,Recomendando que es buena oportunidad para sus hijos ,No
R_1NbiSC8GwWicX4l,EN,Rio Grande Valley,Weslaco,,"1st Grade,3rd Grade",1-2 years,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"Less than $25,000",2,4,3,7,5,8,1,9,10,6,11,,Because they are the best,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Social emotional learning and growth",,Teacher be more patient to difficult students ,Work also on their behavior,Best school ever. Do not hesitate. You will notice a change within weeks,Nope
R_CgkIomSQ90D46k1,EN,San Antonio,Ewing Halsell,,"1st Grade,2nd Grade,5th Grade",5+ years,Hispanic/Latino,,Single family in the home,,Myself,,"$100,000 - $149,999",,,,,,,,,,,,,Concept,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Convenient location/Proximity to home or work,Commitment to school safety and security",,,Continúe to get them involved in some decision making ,,
R_21u3PrvZT4LQGBT,ES-ES,Rio Grande Valley,Los Encinos,,1st Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",1,4,10,5,6,7,3,9,8,2,11,,"Cercania a mi trabajo y escuela mas ""segura""",Convenient location/Proximity to home or work,,Mejor comunicacion y brindar mejores metodos contra el acoso escolar,"Reducir la extrema cantidad de tarea, suficiente tienen los niños con ir tantas horas a la escuela",Si te aseguran un nivel mas alto pero si es exagerado la cantidad de tareas ,Mi descontento ante las quejas que hemos dado donde a mi hijo lo han atacado fisicamente otros niños y la escuela no quiere que se defienda
R_1Q6kEefvcT98Opv,EN,San Antonio,Mays,,"2nd Grade,9th Grade,11th Grade",1-2 years,Non Hispanic or Latino,Black of African American,Single family in the home,,Myself,,"$25,000 - $49,999",,,,,,,,,,,,,Family ,Strong academic performance of students,,N/A,N/A,I appreciate their commitment to safety and higher learning. ,N/A
R_2CJ3ZOf7xwaTuuC,EN,San Antonio,Carver,,7th Grade,5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$75,000 - $99,999",9,1,2,8,7,10,5,3,4,6,11,,Initially it was the high academic and behavioral standards which I now feel have completely fallen and considering switching from IDEA ,Relationship with teachers/staff,,other students behavior has become embarrassing as well as other students academic performance. My child is punished almost daily for other students actions and is unhappy in school at times due to other students. IDEA Carver is not the school it used to be by any means. ,Separate or filter the students that need extra academic help. The advanced students are not benefiting from the school at all. Students with behavioral problems need to be held accountable and in their homerooms so they are not disrupting other classes and students. ,Veteran teachers are great ,Just frustration levels of the students behavior there. Its also embarrassing to see police there for students with vape pens and hearing about kids vaping at school. I thought IDEA Carver was better than that and is slowly starting to seem like just another East side school .
R_0VTyXBml90O0mGt,ES-ES,Austin,Rundberg,,"5th Grade,6th Grade,11th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",3,6,2,8,7,5,4,1,9,10,11,,Es una buena escuela y me gusta porque hay estan asta que se graduan,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Extracurricular opportunities for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,,Todo esta bien ,Es una buena escuela ,Gracias 
R_ZqJC7Lz3UDDtYTn,EN,Rio Grande Valley,Palmview,,"2nd Grade,3rd Grade",1-2 years,Hispanic/Latino,American Indian or Alaska Native,Single family in the home,,Myself,,"Less than $25,000",1,2,3,6,7,8,5,9,4,10,11,,Buenas referencias,"Strong academic performance of students,Extracurricular opportunities for students,Social emotional learning and growth,Relationship with teachers/staff,Commitment to school safety and security",,,,Que es la mejor escuela donde han estado mis hijas,
R_2QXm27DnitD2zBD,EN,Permian Basin,Yukon,,6th Grade,Less than 1 year,Hispanic/Latino,White,Single family in the home,,"Myself,My spouse or student's other parent/guardian/step-parent",,"$100,000 - $149,999",11,6,2,10,4,7,8,3,5,9,1,More hands on activities with college prep students,Smaller class sizes and structure. ,"Strong academic performance of students,Individualized learning experience for students",,"I understand the importance of testing towards the beginning, middle and end of the year. I am a teacher myself and encourage this and know how important test scores are to the school. However, in college prep 6th-8th I wish there was more hand on activities thought the years for the students to know how to be structured in group work, partner work and independent work. Kagan or Lead forward activities can help with team building and rounding out the students not only academically but socially. I strongly recommend that college prep be more interactive to get the students ready with these skills as well. ",My student constantly gets bored. Team building and social activities that are intertwined with academics can benefit all students not just my own.,Overall it’s a great school. ,No at this time 
R_eS59ER8HlEBX6db,EN,Jacksonville,River Bluff,,"Kinder,6th Grade",Less than 1 year,Non Hispanic or Latino,"Black of African American,White",Single family in the home,,Myself,,"$150,000 - $199,999",10,7,3,5,6,8,4,1,2,9,11,,"I was told there would be ap classes for all college prep students, I was told all students in college prep and academy would be learning foreign language, I was told the meals would be nutritious and healthy. It seemed to be well rounded. My child does not get ap classes nor foreign language, nor healthy and fresh meals. ",Other (Please specify),I’m not ,"Better communication and teacher parent relationship. Better qualified teachers that actually stay, more rigorous curriculum standard, and have more extracurriculars during school hours, also hold the standard of nutrition that was outlined in guidelines. ",Provide services as promised and agreed apon. My child has an ro for gifted and hasn’t once received any gifted services. ,Don’t do it ,"I heard for punishment teachers were putting kids unwillingly with no jacket out in 40 degree weather to sit outside on the ramp to the locked portable to cool down. Not notifying their parents. And not at least sending the to a different portable, the office, or a counselor. "
R_1ojVrRDWibQcGwX,EN,Rio Grande Valley,Harlingen,,Kinder,Less than 1 year,Hispanic/Latino,,Single family in the home,,Myself,,"Less than $25,000",6,3,7,2,1,8,9,5,4,10,11,,Really great school,High-quality teaching staff,,This first yr has been amazing and was so nervous for my son ..but he has gone far and beyond and ibjust cant see him at another school. Thank you for all you do,Yall have been just amazing to be honeat he is thriving so well,They wont regret it ,Yall have just been way awesome with my kido and appreciate you all
R_3CTtlhCg7kdRC4L,EN,Rio Grande Valley,Frontier,,"Kinder,6th Grade",5+ years,Hispanic/Latino,White,Single family in the home,,Myself,,"$25,000 - $49,999",6,8,9,7,10,5,1,3,4,2,11,,Im comfortable with staff and teachers. ,"Commitment to college readiness,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,Better lunch menu,Better Lunch Menu,Great School,Great Staff members and Teachers. Thanks
R_0e4GrwxNrX0Z4qJ,EN,Rio Grande Valley,San Benito,,2nd Grade,3-4 years,Hispanic/Latino,,Other (Please specify),BOTH PARENTS LIVE WITH CHILD,"Myself,My spouse or student's other parent/guardian/step-parent",,"$25,000 - $49,999",2,8,3,7,4,9,10,1,5,6,11,,"College oriented, most kids in IDEA are very smart compared to other students in public schools.","Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,Social emotional learning and growth,Convenient location/Proximity to home or work,Commitment to school safety and security",,More communication. ,At this time I dont have an answers. He seems to be doing well.,I would tell them this is not like the regular schools. They make students extra hard.,
R_1F9hzVsu9G79yr6,EN,San Antonio,Hidden Meadow,,8th Grade,3-4 years,Hispanic/Latino,White,Single family in the home,,Myself,,"$50,000 - $74,999",1,3,5,4,6,10,8,2,7,9,11,,I talked to other parents whose children attended an idea school and always had positive feedback so I thought we’d give it a try and my child loved it,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff,Convenient location/Proximity to home or work,Relationship with teachers/staff,Commitment to school safety and security",,It would be great if we could Mayb get a bus route for students it would lessen the traffic going to and from and I’m sure more students would go,My son really would like to use a pocket to hold all of his heavy books his back hurts him ,I’d tell them that it’s the best school for your child where the teachers exceed your expectations my son gets pushed to meet his greatest potential and he’s now an a b student he’s very driven to meet his goals and that’s wonderful to see the change in him as he grows ,My son had zero confidence in his abilities to comprehend the material given to him at first but since going he’s become a a b student his confidence in himself has increased and he’s now goal oriented I’m so proud of the young man he’s becoming and I have his teachers and idea to thank for it this school has teachers that really care and go the extra mile for their students I can’t wait for my younger child to go here 
R_2y4xjTkUYV1kQPo,EN,Austin,Bluff Springs,,"5th Grade,7th Grade,9th Grade",3-4 years,Hispanic/Latino,,Single family in the home,,Myself,,"$25,000 - $49,999",1,2,3,4,5,6,7,8,9,10,11,,,"Strong academic performance of students,Commitment to college readiness,Individualized learning experience for students,High-quality teaching staff",,,,,
