ResponseId,UserLanguage,Q2_1,Q2_2,Q3,Q4,Q5,Q6_4,Q6_13,Q6_2,Q6_3,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_12_TEXT,Q7,Q7_8_TEXT,Q8,Q8_5_TEXT,Q9,Q9_10_TEXT,Q10,Q10_7_TEXT,Q11,Q12,Q13,Q14
R_1jAKWPniXCVBmM9,ES-ES,Rio Grande Valley,Weslaco Pike,,12th Grade,"$25,000 - $49,999",5,4,6,3,8,2,1,9,7,10,11,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Safety and security,Curriculum and academic rigor,Career and Technical Education programs,Social Emotional Learning Programs",,Other (Please specify),Mi hijo todo los años ha estado en Idea,Yes,Siempre ha sido la misma Idea P S,,"Herramientas para que ellos conozca o tenga mejor nocion en que se pueden desarrollar profesionalmente para elegir una carrera profesional no solo enseñarles Universidades.  Y me gustaria que la escuela tuviera mas soporte de la policia afuera de su plantel para no exponer a los maestros a dirigir el trafico o almenos chalecos reflectores por su protección, ser mas visibles"
R_3HNU45zLwSRXER5,EN,Tarrant County,Rise,,"2nd Grade,6th Grade","$25,000 - $49,999",1,2,4,9,5,3,8,6,7,10,11,12,,Highly qualified and trained staff,,Developing strong character traits,,Class sizes,,Social media,,Yes,,,
R_3mgj3jfab9rvSTV,EN,Greater Houston Area,Hardy,Spears,9th Grade,"$25,000 - $49,999",1,2,9,5,8,6,4,11,10,7,3,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Diversity and inclusion,,Social media,,No,"Safety, well trained teachers, College prep",College READY,
R_2coxB1CpB5obbhF,EN,Tarrant County,Rise,,"Kinder,1st Grade","$25,000 - $49,999",2,4,8,3,6,5,1,9,10,11,7,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset",,Cost of attendance,,Other (Please specify),Moved close to it and looked it up,No,Moved to a new state,Better individualized learning ,I want my children to succeed in their education 
R_W6uZO7y43jj5nEd,EN,Cincinnati,Price Hill,Price hill,"2nd Grade,3rd Grade,5th Grade,8th Grade","Less than $25,000",9,2,8,10,3,4,6,5,7,1,11,12,,"Focus on whole child development,Family partnership approach,Highly qualified and trained staff",,Preparing for college,,Safety and security,,Other (Please specify),Idea staff number q,Yes,Na,My kidsare already registered at idea,I do not like the bullying I like the school and I enjoy the staff
R_10UiaVRFq9GqAlj,EN,El Paso,Horizon Vista,,"Kinder,3rd Grade,5th Grade","$75,000 - $99,999",5,7,8,3,4,6,10,9,11,2,1,12,,,,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Class sizes",,Referral from friend or family member,,No,Misdirection of resources and unprofessional ,More intimate and family oriented ,
R_2Yy18vnTLhS1y0u,EN,San Antonio,Monterrey Park,,"Kinder,3rd Grade","$25,000 - $49,999",1,3,6,7,8,5,10,2,11,9,4,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Safety and security",,Referral from friend or family member,,No,Bad influences in my children classroom,"Better education, better frienships",
R_suLXGO9O7CyQew9,EN,Greater Houston Area,Lake Houston,,1st Grade,"Less than $25,000",1,3,9,6,8,4,10,5,11,7,2,12,,The availability of individualized learning opportunities,,Preparing for college,,Class sizes,,Referral from friend or family member,,No,"Better education, structure and parent involvement ","Better education, structure and parent involvement also have more activities for the kids",Would like for there to be more schools around my area 
R_pMoL9qGzqejcYz7,EN,Permian Basin,Yukon,,4th Grade,"Less than $25,000",10,2,4,7,3,6,9,8,11,5,1,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Referral from friend or family member,,Yes,It’s closer to home and she wants to learn and better environment ,More activities,
R_2YFm9rdMwcAll0u,EN,Permian Basin,Yukon,,"Pre-k,2nd Grade,7th Grade","$75,000 - $99,999",1,4,6,2,8,12,10,3,7,9,11,5,,"The availability of extracurricular activities,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance,Class sizes,Bilingual Education Program",,"Online search,Referral from friend or family member",,Yes,The attention they put to the children,To help my child with her dyslexia ,
R_vuGTlsmPJp9mEyB,ES-ES,El Paso,Horizon Vista,,Kinder,"$25,000 - $49,999",1,4,6,11,10,7,2,3,8,5,9,12,,"The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,,,,,,
R_24C4EXospa1RwhN,EN,Rio Grande Valley,Owassa,,3rd Grade,"$25,000 - $49,999",1,2,9,7,5,4,3,10,11,8,6,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Referral from friend or family member,,No,Better education for my children ,Better education than current school ,
R_R4Z9kZLjsd0wGkx,EN,Jacksonville,River Bluff,,5th Grade,"$50,000 - $74,999",1,6,10,3,5,2,9,12,8,11,7,4,"Following IEP, BEP plans","Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Cost of attendance",,Online search,,No,Current school is not fully committed to the all around education of my student ,Doing what they say not just writing it down and letting my student do what he wants ,
R_ezkyfTr5vaa9fot,EN,Permian Basin,Yukon,,"2nd Grade,4th Grade,6th Grade",,7,1,5,2,4,6,8,9,3,10,11,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Safety and security",,Referral from friend or family member,,Yes,,,
R_5ipUyBWY4dX6hTb,ES-ES,Tarrant County,Southeast,,6th Grade,"Less than $25,000",2,8,9,3,5,4,10,1,11,7,6,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,"Cost of attendance,Class sizes,Safety and security,Bilingual Education Program",,"Online search,Referral from friend or family member,Social media",,No,Que la escuela publica a la que le corresponde ir segun su grado nadie me la recomienda como buena escuela,Que mi hijo pueda desarrollarse plenamente en todo  lo que el es capaz de lograr,He escuchado muy buenos comentarios de idea y los maestros de mi hijo me la recomiendan 
R_37ZrFFRa44LfUQh,EN,Rio Grande Valley,Harlingen,,5th Grade,"$100,000 - $149,999",2,3,4,5,7,6,8,11,9,10,1,12,,Other (Please specify),Transportation ,"Developing a well-rounded skillset,Developing strong character traits",,"Curriculum and academic rigor,Other (Please specify)",Extra curricular sports and art and music,Billboard or other outdoor advertising,,No,There was supposed to be sports,Sports and art and music in curriculum ,
R_2wMrs3WAjadstW5,ES-ES,,,Yes prep,7th Grade,"Less than $25,000",1,2,4,3,5,6,9,7,10,12,11,8,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing strong character traits",,"Availability of transportation,Curriculum and academic rigor,Career and Technical Education programs",,"Online search,Referral from friend or family member",,No,Mejor rendimiento escolar ,Buena comunicación ,
R_3j09bkt67PTKVgA,EN,Greater Houston Area,Spears,,5th Grade,"Less than $25,000",1,6,4,5,8,9,7,11,2,3,10,12,,Focus on whole child development,,Preparing for college,,Career and Technical Education programs,,Online search,,Yes,,,
R_3FORkjUdjkedYWJ,ES-ES,Austin,Kyle,,"Kinder,1st Grade","$50,000 - $74,999",1,8,9,5,10,4,7,11,6,3,2,12,,"The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Online search,,Yes,,,
R_s87MW8XWOxTSusx,EN,Rio Grande Valley,Palmview,,Kinder,"Less than $25,000",5,2,3,1,4,7,9,12,10,11,6,8,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Safety and security,,Referral from friend or family member,,No,,,
R_10pCNrRiILlBerJ,EN,Permian Basin,Yukon,,6th Grade,"$150,000 - $199,999",1,2,4,5,3,6,7,8,9,10,11,12,,Highly qualified and trained staff,,Preparing for college,,Class sizes,,Social media,,Yes,,,
R_3PN6P8LDd3R8Fvd,EN,Greater Houston Area,Lake Houston,,"2nd Grade,7th Grade","$25,000 - $49,999",1,2,3,10,4,5,7,6,9,11,12,8,,Commitment to college preparation,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,Other (Please specify),Drove by,Yes,Idea goals,Individual success,
R_3lMHmIU3eaS0AiY,ES-ES,San Antonio,Ewing Halsell,,4th Grade,"$25,000 - $49,999",1,3,5,2,7,4,8,6,9,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field",,"Class sizes,Safety and security,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs",,"Online search,Social media,Billboard or other outdoor advertising,Radio or TV advertisement",,Yes,,Que mi hijo tenga un aprendizaje asu nivel de conocimiento ,
R_1E4McJKw9l8VgUM,ES-ES,San Antonio,Burke,,,"$25,000 - $49,999",6,3,11,8,9,4,7,1,10,5,2,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset",,Safety and security,,Referral from friend or family member,,Yes,"Sobre todo la recomendacion basada en la.experiencia que me fio un familiar, con el compromiso de Idea en el apoyo academico al estudiante.",,
R_tDMQtu3nv9vrUGZ,EN,San Antonio,Walzem,,1st Grade,"$25,000 - $49,999",1,2,9,3,4,6,8,10,11,5,7,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing strong character traits",,Class sizes,,Other (Please specify),Neighborhood school,Yes,College bound opportunity ,Already enrolled at idea ,More communication thru the dojo application and responding in a timely manner to parents  questions and concerns 
R_3gN1vW1Cc7xB4Dx,EN,Greater Houston Area,Lake Houston,,"Kinder,6th Grade","$150,000 - $199,999",2,5,4,6,7,8,10,9,3,1,11,12,,"Focus on whole child development,The availability of individualized learning opportunities",,"Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Curriculum and academic rigor,Career and Technical Education programs,Social Emotional Learning Programs",,Social media,,Yes,Family ,Prevention and how you address bullying,
R_2wAemJX0apvXocB,EN,Tarrant County,Edgecliff,,9th Grade,"$50,000 - $74,999",,,,,,,,,,,,,,Highly qualified and trained staff,,Preparing for college,,Other (Please specify),None,Referral from friend or family member,,Yes,The overall school and staff,College prep,Love the teachers love to school love the program love everything about it
R_vozlWcKTXC4XMIN,EN,El Paso,Mesa Hills,,"2nd Grade,4th Grade","$50,000 - $74,999",3,1,11,7,8,4,2,6,10,9,5,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,"Referral from friend or family member,Billboard or other outdoor advertising,Radio or TV advertisement",,No,Poor academics and extracurricular ,More attention to details ,
R_1hEhOJXFsSd5ZcR,ES-ES,El Paso,Horizon Vista,,6th Grade,"$75,000 - $99,999",1,5,6,8,10,9,7,11,3,4,2,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Safety and security,Diversity and inclusion,Curriculum and academic rigor,Career and Technical Education programs,Social Emotional Learning Programs",,"Referral from friend or family member,A Community Event",,No,Comprencion y parcialidad,Mejor aprendizaje para mi hijo,Que mi hijo reciva educacion y interes de continuar estudiando
R_XgZL0He2dQRstEJ,EN,Greater Houston Area,Spears,,5th Grade,"$50,000 - $74,999",3,4,7,1,8,5,9,11,10,2,6,12,,"Focus on whole child development,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Class sizes",,Online search,,No,"Bullying, teacher engagement, school/parent relationship-no communication ","Communication, no bullying, parent/student/teacher engagement",I’ve been trying to apply here for 3 years. Looking for a more firm learning structure that hasn’t been found at the current school. 
R_1ojzeQToeJXbtFW,EN,Tarrant County,Rise,,7th Grade,"Less than $25,000",1,3,5,6,9,7,8,12,10,4,2,11,,"Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,,,Billboard or other outdoor advertising,,Yes,,,
R_1DZRdtZgeZTXZAI,EN,Austin,Rundberg,Parmer park ,Pre-k,"$25,000 - $49,999",4,3,7,5,6,2,10,1,11,8,9,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Safety and security,Diversity and inclusion,Bilingual Education Program,Social Emotional Learning Programs",,"Referral from friend or family member,Social media",,No,"Comunicación between school and parents for improve child learning, reading or development programs,, etc ",Communication between the school and parents to have access to more resources to support my child's learning. Have access to a better school program,"I want my daughter to be in a school where they can develop their personal skills and at the same time they provide us with guidance for the school, I think that with our support and interest as parents being accepted in IDEA we can provide better opportunities for our daughter. "
R_1lb0zEtA3BxX90u,EN,,,,Kinder,"Less than $25,000",2,4,8,6,9,5,3,7,10,11,1,12,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Safety and security,,Online search,,No,Better education ,Better teaching ,
R_1K8OoLr8a0FuQQr,ES-ES,Rio Grande Valley,Los Encinos,,2nd Grade,,1,3,4,7,5,2,9,8,6,10,12,11,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,"Class sizes,Safety and security,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Referral from friend or family member,,Yes,Academico,Academico,No
R_3EEen7w4w5Juxnb,EN,Tampa,Victory,Yoliannie Gonzalez Pacheco ,2nd Grade,,3,4,5,2,8,7,11,1,10,6,9,12,,"Focus on whole child development,Family partnership approach,Highly qualified and trained staff",,,,,,Referral from friend or family member,,,,,
R_23WYsqkISn4QMSj,EN,Greater Houston Area,Spears,,"4th Grade,6th Grade","$100,000 - $149,999",4,1,7,8,9,10,5,2,6,3,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,"Preparing for college,Developing strong character traits",,"Availability of transportation,Class sizes,Diversity and inclusion,Bilingual Education Program",,"Referral from friend or family member,Social media,Radio or TV advertisement",,No,My children future,"Transportation , individual focus, academics ",My children requested this entry very open on their goals and desires
R_07GxtBUMU5392db,EN,Tarrant County,Edgecliff,,3rd Grade,"$50,000 - $74,999",1,2,7,3,5,4,6,11,10,9,8,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Diversity and inclusion,,Online search,,No,Our child requires a structured class format and special attention regarding focus,"Teaching her in class, and honing her skill above and beyond her current grade level","We would like her to be strong at her grade level, and actual instruction in class. "
R_10AhUOgaexZ5KjE,EN,San Antonio,Walzem,,"Kinder,1st Grade","$25,000 - $49,999",1,2,3,4,5,6,8,9,10,7,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Class sizes,,Online search,,Yes,,Na,Keep up the amazing work
R_1BRTuFZZ3Ye0HZB,ES-ES,Austin,Montopolis,,Kinder,"$25,000 - $49,999",1,2,3,4,5,6,7,8,9,10,11,12,,Focus on whole child development,,Preparing for college,,"Safety and security,Bilingual Education Program",,Online search,,Yes,,,
R_3pHksn3yilInEVH,ES-ES,Tampa,Victory,,"3rd Grade,9th Grade","$25,000 - $49,999",1,4,9,5,8,6,7,10,11,2,3,12,,"Commitment to college preparation,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Billboard or other outdoor advertising,,Yes,,Que tenga todos los grados para poder tener a mis 2?hijos en una misma escuela,
R_2tG7wHPLIp3RBby,EN,Austin,Rundberg,,6th Grade,"Less than $25,000",1,2,3,4,5,8,6,10,7,9,11,12,1,"Reputation for academic excellence/Track record of success,Focus on whole child development",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Availability of transportation,,Referral from friend or family member,,Yes,Mejor educacion ,Es una de las mejores para que mi niño tenga una educacion diferente ya que va a grado 6,Es una escuela con muy buenas recomendaciones 
R_3OeOOutdH1VEa0j,EN,Greater Houston Area,Lake Houston,,"2nd Grade,3rd Grade,5th Grade","$25,000 - $49,999",2,3,4,5,6,7,8,12,9,10,1,11,,Reputation for academic excellence/Track record of success,,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion",,Online search,,Yes,Education ,High,
R_32WJIBSJPUrVGR5,EN,San Antonio,Converse,,Kinder,"$25,000 - $49,999",2,6,8,5,10,11,7,9,4,3,1,12,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,Class sizes,,Referral from friend or family member,,Yes,academic  focused,teachers aide and hall monitors available all day,i had a tour today and it seemed a bit over crowded. no hall monitors and teachers didnt have assistants or co teachers.
R_3p6eBQGkvjGfQDH,EN,Rio Grande Valley,Riverview,,"Pre-k,Kinder","$25,000 - $49,999",2,6,8,11,10,3,5,9,7,4,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Cost of attendance,Class sizes",,Online search,,Yes,,,
R_1jZGl3wS69FZBI4,ES-ES,Rio Grande Valley,Alamo,,Kinder,"$25,000 - $49,999",2,4,5,6,7,1,9,8,10,11,3,12,,"Focus on whole child development,Commitment to college preparation",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Safety and security,Diversity and inclusion,Curriculum and academic rigor,Bilingual Education Program,Career and Technical Education programs",,Referral from friend or family member,,Yes,El programa académico ,,Cuando hagan un comunicado en sus páginas sea también en español 
R_8Ig9qhMk2hQwj6x,EN,Greater Houston Area,Lake Houston,,"3rd Grade,5th Grade","$75,000 - $99,999",3,5,8,9,10,7,2,11,4,6,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Safety and security,,Billboard or other outdoor advertising,,Yes,Better education ,Encourage/motivate child learning ,
R_Wfe5TwrU2vGGHst,EN,Permian Basin,Yukon,,8th Grade,"Less than $25,000",2,7,9,4,6,8,10,11,5,3,1,12,,The availability of individualized learning opportunities,,Developing a well-rounded skillset,,Availability of transportation,,Social media,,No,,Better learning for the future ,To go further in life and achieve her goals 
R_2roJ4ZwF1lUb4a8,ES-ES,San Antonio,South Flores,No ,"Kinder,4th Grade,5th Grade","$50,000 - $74,999",1,2,3,4,5,6,7,8,10,11,9,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,Safety and security,,Referral from friend or family member,,Yes,No cambio de escuela ,Ninguno,No
R_11bWZu8evJEbtin,EN,San Antonio,Mays,,"Kinder,3rd Grade","$50,000 - $74,999",1,2,11,8,9,5,10,7,6,3,4,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,Availability of transportation,,Billboard or other outdoor advertising,,Yes,moving,safer enviornment,no
R_2SC7AQAhqZ5oBsl,EN,Tarrant County,Rise,,10th Grade,"$75,000 - $99,999",2,3,4,5,6,7,8,10,1,9,11,12,,Focus on whole child development,,Preparing for college,,Career and Technical Education programs,,Other (Please specify),Current parent,Yes,She currently attends ,Career develpement,No
R_2xEnSOjjE0uDHZh,EN,San Antonio,Judson,,1st Grade,"$25,000 - $49,999",2,5,9,7,6,4,8,11,10,3,1,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Availability of transportation,,Online search,,Yes,Child already goes to Idea Judson,Child already goes to Idea Judson,
R_4HMsVnx8xxcIreN,ES-ES,Rio Grande Valley,Sports Park,,"3rd Grade,4th Grade","$25,000 - $49,999",1,3,7,2,8,5,9,6,4,10,11,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Class sizes,Bilingual Education Program,Career and Technical Education programs,Social Emotional Learning Programs",,Referral from friend or family member,,Yes,Cambio de ciudad,Aprendizaje personalizado ,
R_2tLsFBftDfks1uv,ES-ES,,,,"5th Grade,7th Grade","Less than $25,000",4,3,6,7,11,10,8,9,5,2,1,12,,"The availability of extracurricular activities,Focus on whole child development",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,"Availability of transportation,Cost of attendance,Class sizes,Safety and security,Curriculum and academic rigor,Career and Technical Education programs,Social Emotional Learning Programs",,"Referral from friend or family member,Social media",,No,La escuela donde está mi hijo no tiene mucha seguridad ahy muchas peleas entre los compañeros mucho bulling ,"Transporte , quizás más seguridad menos bulling ",Q mi hijo con autismo tenga una mejor oportunidad 
R_1MRhEOx5LsVyjlG,ES-ES,Rio Grande Valley,Pharr,,"2nd Grade,5th Grade","$25,000 - $49,999",1,2,7,4,8,5,3,10,11,9,6,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Pursuing a specific career of field,Developing strong character traits",,,,"Referral from friend or family member,Social media",,Yes,,,
R_1imKb6FLeCBMQOP,EN,Rio Grande Valley,Sports Park,,7th Grade,"$25,000 - $49,999",2,3,6,1,7,8,10,9,11,5,4,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,Other (Please specify),None,Billboard or other outdoor advertising,,Yes,Location,Hopefully the same ,Make the return process easier
R_2wS3Q66Hi1kPJS0,ES-ES,El Paso,Mesa Hills,,"Kinder,2nd Grade","Less than $25,000",1,6,11,4,7,5,9,8,10,3,2,12,,"Reputation for academic excellence/Track record of success,Commitment to college preparation",,"Developing a well-rounded skillset,Developing strong character traits",,"Availability of transportation,Safety and security",,Referral from friend or family member,,Yes,,,
R_3mh2pT4gaHACpXv,EN,Permian Basin,Yukon,,"1st Grade,8th Grade,10th Grade","$50,000 - $74,999",1,2,6,7,5,9,4,10,11,8,3,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach,The availability of individualized learning opportunities",,"Preparing for college,Pursuing a specific career of field",,"Safety and security,Social Emotional Learning Programs",,Referral from friend or family member,,No,Zero Bullying policy not met also teachers over looking certain situations regarding such matters.,Better education programs for GT students also highly trained staff for special needs students and also no bullying policy,"My educational goals for my children are to best prepare them for life whether that be a productive helpful member of society, college student, entrepreneur or business owner. I want my child to have the best opportunity to succeed possible and strive to achieve their dreams. Each of my children are different and have different needs and wants. I’ve heard nothing but the best about IDEA school and believe it would be the best option for them."
R_3EciEVyDAFUPxPh,ES-ES,Rio Grande Valley,Brownsville,,"Kinder,4th Grade,7th Grade","$50,000 - $74,999",1,2,3,6,4,7,8,9,10,11,5,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities,Highly qualified and trained staff",,Preparing for college,,Safety and security,,A Community Event,,Yes,,,
R_1GQdw1xIPZ5HFpi,EN,Southern Louisiana,Innovation,,4th Grade,"$25,000 - $49,999",2,3,9,4,7,5,10,8,11,6,1,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,The availability of individualized learning opportunities,Highly qualified and trained staff",,"Developing a well-rounded skillset,Developing strong character traits",,"Class sizes,Safety and security,Diversity and inclusion,Curriculum and academic rigor,Social Emotional Learning Programs",,"Referral from friend or family member,Other (Please specify)",Staff member ,Yes,Involvement with RISE students and the focus placed on the children ,NA,
R_2pRAwVZBwreQm6R,EN,San Antonio,South Flores,,6th Grade,"Less than $25,000",1,2,3,4,5,6,7,8,9,10,11,12,,"Reputation for academic excellence/Track record of success,The availability of extracurricular activities,Focus on whole child development,Commitment to college preparation,The availability of individualized learning opportunities",,Preparing for college,,,,Social media,,No,Education ,Educational ,
R_3F3bHuRcGFaxGu1,EN,Rio Grande Valley,Alamo,,Kinder,"Less than $25,000",2,3,4,5,7,10,6,11,8,9,1,12,,Reputation for academic excellence/Track record of success,,Developing a well-rounded skillset,,Cost of attendance,,Referral from friend or family member,,Yes,Idea has an excellent reputation ,Security ,
R_29piyWqk5nTaQyU,EN,Rio Grande Valley,Tres Lagos,,"4th Grade,8th Grade","Less than $25,000",1,3,4,5,9,7,8,6,10,11,2,12,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Highly qualified and trained staff",,"Preparing for college,Developing a well-rounded skillset,Developing strong character traits",,"Cost of attendance,Bilingual Education Program,Social Emotional Learning Programs",,Referral from friend or family member,,No,Knowing my child will advance as needed through the schools way of teaching. ,N/a,N/a
R_2Qxu41EyHz2TinO,EN,Permian Basin,Yukon,,5th Grade,"$100,000 - $149,999",1,2,3,4,6,5,7,8,9,10,11,12,,Focus on whole child development,,Developing a well-rounded skillset,,Curriculum and academic rigor,,Referral from friend or family member,,Yes,Not enrolled yet ,Better parent communication ,
R_1FQFsvMfYG9gIMA,EN,Permian Basin,Yukon,,"6th Grade,8th Grade",,1,3,5,8,2,6,10,7,9,12,4,11,,"Reputation for academic excellence/Track record of success,Focus on whole child development,Family partnership approach",,Developing a well-rounded skillset,,"Class sizes,Bilingual Education Program",,Other (Please specify),,Yes,Academic skills,Security and academic ,
